session_id,title,chairs,presenters,speakers,moderators,panelists
C3E2BABF-89EF-4B9D-B1FD-73A609416682,B.01.02 Earth Observation accelerating Impact in International Development Assistance and Finance - PART 2,Anika Ruess (European Space Agency),"Simone Mantovani 1, Kristin Fleischer 1, Mr. Parth Khare 1, Fabian Enßle 1, Pia Laue 1, Boris Norgaard 1",,,
BD717FA0-C305-4B25-96DA-155F41092B54,"B.03.06 - POSTER - Climate, Environment, and Human Health",N/A,"Kiran Krishna 1, Rosa Gierens 1, Milton Kampel 1, Giovanni Marini 1, Dr Gemma Kulk, Fedra Trujillano 1, Poullo Baidy Ba 1, Dr Ranith Rajamohanan Pillai 1, 2, Romolo Salini 1, Ella Schubiger 1, PhD Elisabet Benitez 1, Jasmin Chekidhenkuzhiyik 1, . Naila 1, Giovanni Marini, Ms Ancy C Stoy, 2, Dr Sara Khalid 2, Inderjit Singh 1, Dr. Ana Oliveira 1, Dr Christian Borger 1, Deepika Sharma 2, ASWIN SACHIDANANDAN 1",,,
44730450-EEB5-49D1-B1CC-2BE27B12C860,"B.03.06 Climate, Environment, and Human Health - PART 1","William Wint (Environmental Research Group Oxford), Carla Ippoliti (Istituto Zooprofilattico Sperimentale ""G. Caporale"" - Teramo)","Filipe Brandao 1, Dr Sara Khalid 2, Javier Corvillo 1, Dr Neelam Taneja 1, Daro Krummrich 1, Lorenza Gilardi 1",,,
B4954E8E-888F-4D9E-A4FC-593F4ABA5B38,"B.03.06 Climate, Environment, and Human Health - PART 2","Milton Kampel (Instituto Nacional de Pesquisas Espaciais), Jorge Del Rio Vera (United Nations Office for Outer Space Affairs (UNOOSA))","Dr Gemma Kulk, 2, Marc-Antoine MANT 1, Edgar Manrique 1, Dhritiraj Sengupta 1",,,
0E4BDA59-3187-4747-B073-A2EE9FD56F47,"B.03.06 Climate, Environment, and Human Health - PART 3","Nandini Nambath Menon (Nansen Environmental Research Centre India), Grinson George (ICAR-Central Marine Fisheries Research Institute (CMFRI), Kochi)","Anas Abdulaziz 1, 4, Dimitrios Sainidis, Lara Savini 1, Luca Candeloro 1, 2, Carla Ippoliti 1",,,
D60C323C-43FD-44D1-8BF8-DD35BD299085,B.04.01 - POSTER - Satellite based terrain motion mapping for better understanding geohazards,N/A,"Federico Agliardi 1, Anurag Kulshrestha 1, 2, Maria Przyłucka 1, 2, Giorgio Gomba 1, Floriane Provost 1, Stavroula Alatza 1, Roberto Monti 1, Karsten Spaans 1, Vazul Boros 1, Saeid Aminjafari 1, Dr Stavroula Alatza 1, 2, Georgia Karadimou 2, Sebastián Amherdt 1, Benjamin Kettleborough 1, Adriaan van Natijne, Mateja Jemec Auflič 1, Michael Foumelis 1, Reza Bordbari 1, Mark Bemelmans 1, Alessandro Parizzi 1, Sebastian Walczak 1, Péter Farkas 1, Karlheinz Gutjahr 1, PhD Wojciech Witkowski 1, Enrico Ciraci 1",,,
FD479848-3315-4494-9E99-F8E0C4E8C91E,B.04.01 Satellite based terrain motion mapping for better understanding geohazards. - PART 1,"Michael Foumelis (Aristotle University Of Thessaloniki (AUTh)), Dr. Eng. Jose Manuel Delgado Blasco (European Space Agency (ESA/ESRIN))","2, Dr Melanie Rankl 1, Fernando Monterroso 1, Raphael Grandin 1, Roberta Bonì 1, Michael Foumelis 1",,,
B9445891-69EA-4EF3-BA87-C94BE8174466,B.04.01 Satellite based terrain motion mapping for better understanding geohazards. - PART 2,"Mr Philippe Bally (Esa), Michael Foumelis (Aristotle University Of Thessaloniki (AUTh))","Piyush Agram 4, Riccardo Palamà 1, Dr Francesca Cigna 1, Michael Foumelis, Jan Kolomaznik 1",,,
A3FC4D29-9678-4261-8931-2D9A08647661,"B.04.05 - POSTER - Remote sensing for disaster preparedness and response to geo-hazards, hydro-meteorological hazards and man-made disasters",N/A,"Dr. Theophilos Valsamidis 1, Holly Moore 1, Dr CONSTANTINOS F. PANAGIOTOU 1, Alberto Ciavattone 1, 3, Valerio Botteghelli 1, Adrian Bobowski 1, Mariana Ormeche 1, Benjamin Palmaerts 1, Manuel Huber 1, Sandro Martinis 1, Emanuela Valerio 1, Marc Wieland 1, Ekta Aggarwal 1, Jannik Jänichen 1, Evripidis Avouris 1, Dr. Ilias Gialampoukidis 1, Julian Schöne 1, Alexia Tsouni 1, Claire Robin 1, Samuel Massart 1, Jonas Ziemer, Alyssa Frayling, Jáchym Černík 1, Yuki Yamaguchi 1, Dr. Deodato Tapete 1, Marco Lutz 1, Solveig Havstad Winsvold 1, Dr Morgan Simpson 1, Lucia Luzietti 1, Luc Mercereau 1, Stefan Schlaffer 1, 2",,,
37A0DA3A-AEDA-4A9C-BFA3-570885370644,"B.04.05 Remote sensing for disaster preparedness and response to geo-hazards, hydro-meteorological hazards and man-made disasters - PART 1","Nina Merkle (German Aerospace Center (DLR)), Anne Schneibel (German Aerospace Center)","Nikolaos Ioannis Bountos 1, Prof. Dr.-ing. Antara Dasgupta 1, Bruno Adriano 1, Lorenzo Innocenti 1, Carlos Domenech 1, Michela Ravanelli 1",,,
1D2B6A1E-D1CD-43CB-AB07-DB9417CE8276,"B.04.05 Remote sensing for disaster preparedness and response to geo-hazards, hydro-meteorological hazards and man-made disasters - PART 2",Monique Kuglitsch (Fraunhofer Heinrich Hertz Institute),"Magdalena Halbgewachs 1, Dr. Serkan Girgin 1, Ira Karrel San Jose 1, Prof. Dr. Christian Geiß 1, Lisa Landuyt 1, Nirajan Luintel 1",,,
340567B4-056B-48AA-9493-D607F4CE948A,Breaking Barriers by Working Together in Earth Science,"Marie-Claire Greening (Esa), Rune Floberghagen (Esa/esrin)",,,,
9064313F-7890-4F51-ADF7-2C6CEE245DDA,C.01.17 Creating the Perfect Bouquet of Innovation: Designing the Next EO Technology Demonstration Mission - Part 2,N/A,,,,
2B91FDDD-A41D-455A-AD12-99485FAF0EFD,C.01.25 DEMO - DGGS: Scalable Geospatial Data Processing for Earth Observation,N/A,,,,
EC6621DF-77EA-42EE-8DCD-6D44901464E1,C.01.27 DEMO - Sen2Like Tool & data harmonization workflow,N/A,,,,
1ABEFE26-3141-4C26-9569-7DA8E9BF42C9,"C.01.29 Crafting the European Earth Observation Ecosystem 2040+: Needs, Offers, Gaps leading to ideas for a future EO Ecosystem architecture",N/A,,,,
F8D3B242-1734-441E-827F-035F157FA1AE,C.02.06 - POSTER - Swarm - ESA's extremely versatile magnetic field and geospace explorer,N/A,"Martin Pačes 1, Giuseppe Albini 1, Lars Tøffner-Clausen 1, Sergiy Svitlov 1, Vincenzo Panebianco 1, Yaqi Jin 1, Gauthier Hulot, J. Andrés Cahuasquí 1, Dr. Guram Kervalishvili 1, Alessandro Maltese 1",,,
47ABA3D9-E86D-4430-B3F2-AC76549690BD,C.02.06 Swarm - ESA's extremely versatile magnetic field and geospace explorer,N/A,"Dr Anja Strømme 1, Gauthier Hulot 1, Chris Finlay 1, Dr. Alexander Grayver 1, Georgios Balasis 1, Ashley Smith 1",,,
ABE07CA8-ED52-4FFC-BD4F-1F26AC783158,C.02.07 - POSTER - FORUM- ESA's 9th Earth Explorer,N/A,"Lorenzo Mele 1, 2, 2, Dr Gianluca Di Natale 1, Cristina Sgattoni 1, Tiziano Maestri 1, Marco Ridolfi 1, Sophie Mosselmans 1, Daniela Narezo Guzman 1, Félix Schmitt 1, 4, 3, Giuliano Liuzzi 1, 2, Cristina Sgattoni 1",,,
BB225C76-10E0-465B-9639-F8E35B87C552,C.02.07 FORUM- ESA's 9th Earth Explorer,Hilke Oetjen (Esa/estec),"2, Kotska Wallace 1, Bram Sanders 1, Natalia Bliankinshtein 1, Bruno Rohloff 1, Pascal Prunet 1",,,
A0369079-7496-4480-8183-7D784B2129AC,C.03.07 The Copernicus Sentinel Expansion missions development: status and challenges - PART 1,N/A,,,,
0B47FEC9-E459-49F1-B6F8-6271A80B68D3,C.03.07 The Copernicus Sentinel Expansion missions development: status and challenges - PART 2,N/A,,,,
AC22C21B-CC54-4143-9E56-2744457B84D7,C.03.07 The Copernicus Sentinels: from first to Next Generation missions - development status and technology challenges,N/A,,,,
7A5C23C3-DB7A-45C0-9F53-124F60E05F78,"C.03.08 The European Copernicus Space component: status, future prospects and challenges - PART 1",PIERRE POTIN (ESA),,,,
C59522F3-DA4D-4958-99D0-8EC95E600E2C,"C.03.08 The European Copernicus Space component: status, future prospects and challenges - PART 2",PIERRE POTIN (ESA),,,,
9E5F4CD9-B9CA-474B-A729-D26EA18A1B53,C.03.11 Sentinel-1 Mission: Sentinel-1C In-Orbit Commissioning Phase Results and beyond,N/A,,,,
C7320613-600B-4AA3-B508-683030217ABF,C.03.12 Sentinel-1 Mission: Advances in Remote Sensing After a Decade in Space,N/A,,,,
967A3D9B-1721-4D33-8F0D-3DA56FCF2836,C.03.13 Sentinel-1C Preliminary User Assessment: Early Insights and Feedback from the Community,N/A,,,,
8E75993C-9D58-4703-8207-E79A5A5A7039,C.03.21 DEMO - SentiBoard: Your Real-Time Window into Copernicus Operations,N/A,,"Salvatore Tarchini - Serco, Daniele Rotella - Serco, Alessandra Paciucci - Serco, Rosa Fontana - Serco",,
ABC5410E-619E-4E0F-8636-8FE9A01694D1,C.04.03 DEMO - Handling observations in BUFR format,N/A,,,,
94C11BC9-2F63-44FC-9C72-8ACE48490AF2,C.05.03 - POSTER - ALTIUS: ESA's Ozone Mission,N/A,"Kristof Rose 1, Sotiris Sotiriadis 1",,,
2EA05A64-1507-48C7-B0F1-9A49F8621A17,C.05.03 ALTIUS: ESA's Ozone Mission,"Didier Fussen (N/A), Hilke Oetjen (Esa/estec)","Emmanuel Dekemper 1, Daniel Navarro Reyes 1, Antonin Berthelot 1, Jean-Christopher Lambert 1, Christopher Kelly 1, Carlo Arosio 1",,,
A5BEA143-F1A6-4337-8A3C-D10F27A6FE72,C.05.04 - POSTER - Landsat Program and Science Applications,N/A,"Rahel Pommerenke 2, SEBASTIEN SAUNIER 1, Margaret Wooten 1, 2, Madhu Sridhar, 2, Dr Giovanni D'Amico 1",,,
6054D218-1DE5-49FE-8D15-E1E75B4A1BB2,C.05.04 Landsat Program and Science Applications,Dr. Ferran Gascon (Esa),"Timothy Newman 1, Junchang Ju 1, Dr. Frank Paul 1, 4, 2, Vincent Schut 1",,,
82756A9B-C856-4A23-B052-FDA48EA8FDE7,C.05.06 Status ESA Mission development: National Programmes managed by ESA - PART 1,N/A,,,,
63CA64B5-67EC-4437-98C5-07A5BE50026A,C.05.06 Status ESA Mission development: National Programmes managed by ESA - PART 2,N/A,,,,
35DD12E4-1320-4B98-B4E0-37E08ED4DF9B,C.05.07 EO National Missions and Programmes,N/A,,,,
5FFE20BF-3462-4506-96E7-30CCB5D273D3,C.05.09 EO National Missions Implemented by ESA - Setting the Scene,N/A,,"S Lokas – ESA, Konstantinos Karantzalos – Secretary General, Greek Ministry of Digital Governance and Greek Delegate to the ESA Council, Dimitris Bliziotis – Hellenic Space Centre and Greek delegate to PBEO, G. Costa – ESA, F. Longo – ASI, D Serlenga – ESA, Head of Delegation to ESA – MRiT, R. Gurdak – POLSA, L. Montrone – ESA, N. Martin Martin / J.M. Perez Perez – (Affiliation not specified), Pedro Costa – CTI, Betty Charalampopoulou – Geosystems Hellas CEO and BoD Hellenic Association of Space Industry, Dr. hab. inż. Agata Hościło – Institute of Environmental Protection – National Research Institute, A. Taramelli – ISPRA, V. Faccin – ESA, R. Lanari – CNR/IREA, M. Manunta – CNR/IREA, L. Sapia – ESA, E. Cadau – ESA, Rosario Quirino Iannone – ESA, Mario Toso – ESA, Enrique Garcia – ESA, Ana Sofia Oliveira – ESA, Ariane Muting – ESA, V. Marchese – ESA, Jolanta Orlińska – POLSA, G. Grassi – ESA",,
EB2CD0F5-93BF-4500-843B-39323CC34FDB,C.05.10 EO National Missions Implemented by ESA - Future Evolution,N/A,,"S Lokas – ESA, Konstantinos Karantzalos – Secretary General, Greek Ministry of Digital Governance and Greek Delegate to the ESA Council, Dimitris Bliziotis – Hellenic Space Centre and Greek delegate to PBEO, G. Costa – ESA, F. Longo – ASI, D Serlenga – ESA, Head of Delegation to ESA – MRiT, R. Gurdak – POLSA, L. Montrone – ESA, N. Martin Martin / J.M. Perez Perez – (Affiliation not specified), Pedro Costa – CTI, Betty Charalampopoulou – Geosystems Hellas CEO and BoD Hellenic Association of Space Industry, Dr. hab. inż. Agata Hościło – Institute of Environmental Protection – National Research Institute, A. Taramelli – ISPRA, V. Faccin – ESA, R. Lanari – CNR/IREA, M. Manunta – CNR/IREA, L. Sapia – ESA, E. Cadau – ESA, Rosario Quirino Iannone – ESA, Mario Toso – ESA, Enrique Garcia – ESA, Ana Sofia Oliveira – ESA, Ariane Muting – ESA, V. Marchese – ESA, Jolanta Orlińska – POLSA, G. Grassi – ESA",,
3563808A-AFC5-44B8-AA6F-39510D801E94,C.06.01 - POSTER - Sentinel-1 mission performance and product evolution,N/A,"Carlos Fernandez Martin 1, Michael Avian 1, Husson Romain 1, Beatrice Mai 1, Lotfi Aouf 1, Annabelle OLLIVIER 1, Romain Husson 1, Victor Navarro Sanchez 1, Carlos Rivero Moro 1, Christoph Gisinger 1, Jakob Giez 1, Dr Patrick Klenk 1, Carlos Fernandez Martin 1, Karlheinz Gutjahr 1",,,
39CB74D7-6426-4631-9AD0-31F7E36EDD11,C.06.01 Sentinel-1 mission performance and product evolution,"Muriel Pinheiro (ESA/ESRIN), Dr. Clement Albinet (ESA)","Muriel Pinheiro 1, Andrea Recchia 1, Yasser Maghsoudi 1, Ana Pérez-Hoyos 1, Romain Husson 1, Dr. Yngvar Larsen 1",,,
4F5A60E0-75DC-4AA9-9130-A7E14F6C0C90,C.06.03 - POSTER -Validation of GNSS-RO and GNSS-R observations from small sats,N/A,"Dr Sean Healy 2, 4, 2, Gabriele Mevi",,,
41F4DDDA-47E1-4AFA-A5CA-891D954123A4,C.06.03 Validation of GNSS-RO and GNSS-R observations from small sats,"Estel Cardellach (Institute of Space Sciences (ice-csic, Ieec)), Thomas Burger (Esa)","Philip Jales 2, Christian Marquardt 1, Dr Sean Healy 2, Patricia de Rosnay 1, Estel Cardellach 1, Dr. Sajad Tabibi 1",,,
2E9569B1-AC65-4EDF-BA2F-4BC79FECF67F,C.06.06 - POSTER - Global Digital Elevation Models and geometric reference data,N/A,"3D Data Development Manager Ernest Fahrland, Ernest Fahrland 1, 2, Antoine Burie 1, Caterina Peris 1, Oliver Lang 1, Birgit Wessel 1",,,
29AA84DC-ECD7-4848-8403-DB0530068960,C.06.06 Global Digital Elevation Models and geometric reference data,"Peter Strobl (European Commission, Joint Research Centre), Dr. Clement Albinet (ESA)","Paul Borne--Pons 2, Emmanuel Hillairet 1, Allan Bojarski 1, Ludo Visser 1, Markus Bachmann 1, Dr. Serge Riazanoff 1",,,
F32CF105-1C5E-4245-9657-59E3CBD9B887,C.06.17 DEMO - Pi-MEP: A Comprehensive Platform for Satellite Sea Surface Salinity Validation and Analysis,N/A,,,,
8C0D6D76-5BBF-483E-A404-6395B84FAAAE,D.01.01 - POSTER - Collaborative Innovation: building a Digital Twin of the Earth System through Global and Local Partnerships,N/A,"Carlo Marin 1, Delphine Deryng 1, Mariana Damova 1, Margit Kurka 1, Iphigenia Keramitsoglou 1, Quentin Febvre 1",,,
92924265-9E1B-4665-AC62-7837ABB46146,D.01.01 Collaborative Innovation: building a Digital Twin of the Earth System through Global and Local Partnerships,"Dr Claudia Vitolo (European Space Agency), Jörn Hoffmann (Ecmwf)","Maxim Lamare 1, Mr Ludovico Lemma 1, Fabien Castel 1, Mahtab Niknahad 1, 2, Associate Professor Alice Vadrot 1",,,
45669F29-12D7-49DB-AA94-379A6A1A0547,D.01.03 - POSTER - Synergies between ESA DTE Programme and DestinE Ecosystem,N/A,"Yoann Steux 1, Yves Govaerts 1, David Arthurs 1, Sebastien Tetaud 1, Rizos-Theodoros Chadoulis 1",,,
0942B93B-C79B-4787-8024-67A550843686,D.01.03 Synergies between ESA DTE Programme and DestinE Ecosystem,"Ines Sanz Morere (ESA), Franka Kunz (EOP-GCE)","Franka Kunz 1, Christophe Taillandier 2, Luca Girardo 1, Dr. Wolfgang Kapferer, Dr Martin Wearing 1, Cristina Arcari 1",,,
0D8BF424-9842-41BD-B3C9-5885318CEF8A,D.01.04 - POSTER - Using Earth Observation to develop Digital Twin Components for the Earth System,N/A,"Nicolas Theys 1, Jean-Philippe Malet 1, Stefano Scancella 1, Martin Hieronymi 1, Enrico Cadau 1, Ingo Schoolmann 1, Xinyi He 1, 2, Matthias Mohr 1, Prof. Mihai Datcu, Jefferson See Wong 1, Arjen Haag 1, Manuela Ferri 1, William Harcourt 1",,,
3460492C-8DAD-4CCE-9446-275DCC9DFB5E,D.01.04 Using Earth Observation to develop Digital Twin Components for the Earth System - PART 1,"Dr Martin Wearing (ESA), Dr Edward Malina (Esa/esrin)","Luca Brocca, Adrien Paris 1, Sebastian B. Simonsen 1, 3, Sander Rouwette 1, Dr. Matti Mõttus 1",,,
436839D2-0996-4F67-AD4B-163451E715D6,D.01.04 Using Earth Observation to develop Digital Twin Components for the Earth System - PART 2,"Dr Claudia Vitolo (European Space Agency), Dr Martin Wearing (ESA)","Dr Daniel Morton 1, Salvatore Stramondo 1, Fabien Maussion 1, Rajat Bindlish 1, Matteo Dall'Amico 1, Rob Parker 1",,,
C3E255EF-D2A1-4904-86BB-FEA4CFCC6523,"D.01.15 DEMO - TourismSquare, monitor and anticipate the practicability of tourist activities according to environmental conditions and climate projections",N/A,,Fabien Castel,,
CC42A0AA-FD60-429C-8786-9B7307B62FEF,D.02.11 Super-resolution in Earth Observation: The AI change of paradigm,"Prof. Mihai Datcu (POLITEHNICA Bucharest), Prof Konrad Schindler (N/A)","2, Simon Donike 1, Maximilien Houël 1, 2, Julien Michel 1, Muhammad Sarmad 1",,,
929C8B43-C533-4949-B175-61AF38DA0A97,D.02.11 - POSTER - Super-resolution in Earth Observation: The AI change of paradigm,N/A,"2, Christian Ayala 1, Julio Cesar Contreras Huerta 1, Dr. Michael Riffler, Ksenia Bittner, Antoine Lefebvre 1, Maria Sdraka 1, Anis Amziane 1, 3, Sandeep Kumar Jangir 1, Jérôme Pigeon, Kaan Karaman 1, Valentina Kanaki 1, Nazanin Bagherinejad 1, Pauline Hecker 1, Prof. Mihai Datcu 1",,,
BF75B739-B334-4BB9-8EAC-AD3BA93A5269,D.02.13 AI-based Methods for EO data compression,"Prof. Andrei Anghel (POLITEHNICA Bucharest), Dr. Michele Martone (German Aerospace Center (DLR))","Dr. Michele Martone 1, Prof. Andrei Anghel 1, Nicola Gollin 1, Farahnaz Khosrawi 1, Leticia Pérez Sienes",,,
F303F7D2-FA25-47ED-9C91-F6FD0E7FC20B,D.02.14 AI and Earth observation - where to now?,N/A,,"Konrad Schindler (ETH, Switzerland) and XiaoXiang Zhu (TUM, Germany) : foundation models, Gustau Camps-Valls (Universitat de València, Spain) and Mihai Datcu (University POLITEHNICA of Bucharest, Romania) : interpretable AI and causality, Fabio del Frate (Università di Tor Vergata, Italy) and Bertrand Le Saux (DG Connect, European Commission) : physics-driven models, Devis Tuia (EPFL, Switzerland) Jan van Rijn (Leiden University, the Netherlands) and Nicolas Longepe (ESA) : user-centric AI",,
45A50D42-EB56-45F7-9033-13598657E4BB,D.02.25 DEMO - Freedom to apply complex calculations and ML models on EO data,N/A,,Hans Vanrompay - VITO,,
549609E4-F41D-47A2-A29A-9A406292B167,D.02.26 DEMO - Putting the A.I. in F.A.I.R.: Unlocking Reproducible Machine Learning through openEO,N/A,,Victor Verhaert - VITO,,
C530FA18-3260-427D-A235-FCD49B450BC9,"D.03.04 - POSTER - Innovative technologies, tools and strategies for scientific visualisation and outreach",N/A,"Jonas Sølvsteen 1, Stefano Natali 1, Eelco Doornbos 1, Vincent Gaudissart 1, Dr Hayley Evers-King 1, James Runnalls 1, Rūta Tiškuvienė 1",,,
30A6B8BB-94ED-4B9E-A770-C16C46B6DA28,"D.03.04 Innovative technologies, tools and strategies for scientific visualisation and outreach",Naoko Sugita (Japan Aerospace Exploration Agency),"Lazaro Alonso 1, Rainer Ressl 1, Dr Anca Anghelea 1, Lucile Gaultier 1, 3, Norman Fomferra 1",,,
725F710B-CA00-4BB4-A59C-ADA4893400A3,D.03.08 Open Science in the Making,N/A,,"Salvatore Pinto - ESA, Anca Anghelea - ESA",,
8FBE8EE3-A847-4E46-9450-A934320CA2B8,D.03.26 DEMO - The Geo-Quest mobile application: Easy and accurate Earth Observation-enhanced ground data collection,N/A,,,,
90EBCC42-812B-470B-BFF9-5AF2A463AF3F,D.03.28 DEMO - Lexcube viewer: Interactive Data Cube Visualization – using Lexcube as standalone or in a Jupyter notebook,N/A,,,,
E53DE7A8-4CAF-44AF-823E-E0DEBB810458,"D.03.31 DEMO - SNAP in Action - Various Application Examples throught the week demonstrating the power of SNAP for EO data visualisation, analysis and processing - session 2",N/A,,"Diana Harosa - CS Romania, Cosmin Cara - CS Romania",,
7A613D5A-F956-41EF-B520-EE0A71549B47,D.03.32 DEMO - NASA-ESA-JAXA EO Dashboard,N/A,,,,
3FAA3ACF-E200-4197-9052-92D89B65FEE4,D.03.33 DEMO - RACE Dashboard Demonstration,N/A,,,,
E8D71CE6-246F-4734-BD5D-971C4046B714,D.03.35 DEMO - Introducing EarthCODE,N/A,,"Samardzhiev Deyan - Lampata, Dobrowolska Ewelina Agnieszka - Serco, Anne Fouilloux - Simula Labs",,
2DADBDF8-9908-446F-893C-018EDC40AC62,D.04.14 DEMO - ESA WorldCereal: Effortless Crop Mapping from Local to Global Scales,N/A,,"Kristof Van Tricht - VITO, Jeroen Degerickx - VITO",,
5E8276F6-A7E0-497C-A30C-0725FBCF3917,D.04.15 DEMO - Dunia: an all-in-one processing and dissemination platform for EO data over Africa,N/A,,"Johannes Schmid - IT Service and Operations Manager, GeoVille Information Systems and Data Processing GmbH",,
DE4EC98D-2B50-403A-8BF6-691894FE71F7,D.04.17 DEMO - Interactively visualise your project results in Copernicus Browser in no time,N/A,,Daniel Thiex - Sinergise,,
FA5C67D6-FAC1-4783-AC21-152CB740CEDC,D.04.19 DEMO - Visualizing Sentinel satellite imagery and data products in desktop GIS with the Copernicus Data Space Ecosystem QGIS Plugin,N/A,,"András Zlinszky - Community Evangelist, Sinergise Solutions GmbH",,
4A4ED9F7-1F38-4744-81F8-A88850085FB4,D.04.24 DEMO - Streamlining Snow monitoring with openEO and CDSE,N/A,,"Valentina Premier - EURAC, Riccardo Barella - EURAC",,
D2B83C30-2CAB-4D47-BB47-79D05CE5A271,"D.04.26 DEMO - Accessing Copernicus Contributing Missions, Copernicus Services and other complementary data using CDSE APIs: OData, STAC, S3, OGC, openEO",N/A,,,,
41BBA9F1-C53D-4276-8EBC-1350ECD1D840,D.04.28 DEMO - Exploring Copernicus Sentinel Data in the New EOPF-Zarr Format,N/A,,,,
F4A236FB-9800-48D1-AD12-AE411634B81C,D.04.31 DEMO - NoR Updates and Road Map - session 2,N/A,,,,
83FE09DD-1FD0-4620-A5D8-2C51C9C016A1,,,,,,
1790DAC5-0BC3-47BC-8106-C2A23C24F402,D.05.05 CDSE User Review Meeting - Annual User Review: Co-Creating the Copernicus Data Space Ecosystem,N/A,,,,
CD214E54-9A0A-4BEA-9B11-563FB58295E5,"D.05.05 CDSE User Review Meeting - Becoming Part of the Copernicus Data Space Ecosystem: Opportunities, Collaboration, and Community Guidelines",N/A,,,,
8937B317-45FA-46EF-BBDA-DE260CD6541A,D.05.05 CDSE User Review Meeting - User Innovations in Action,N/A,,,,
BFDB6C07-5367-455B-8983-58C0FC1E2424,E.01.04 Co-creating EO-driven solutions with stakeholders: the ESA Green Transition Information Factories (GTIF),N/A,,,,
841C68DF-11FD-4081-8B68-73C91FE6299B,"E.01.09 Space for Energy Sector Transformation, Sustainability, and Resilience",N/A,,"Maziar Golestani - Head of Metocean & Site and System Design Project Management, Vattenfall, Itziar Irakulis Loitxate - IMEO Scientist, UNEP, Julien Fiore - Remote Sensing Team Lead, TotalEnergies France, Werner Hoffman - Head of Institute for Strategic Management, WU Wien.",,
48BB2D8E-03A1-4D1C-B1DF-696443B5E55D,E.03.02 New approaches to support commercialisation,N/A,,,,
A2311534-2B9C-4A38-801C-2C1E6A5A27BA,E.03.05 Shaping the Future of EO: Digital Systems & Disruptive Public-Private Models,N/A,,"Giovanni Sylos Labini - Planetek, Dominique Gillieron - ESA, Pierre Philippe Mathieu - ESA, Francesco Longo - Italian Space Agency (ASI), Maria Santos - University of Zurich",Emmanuel Pajot - EARS,
01B99E2F-4EBA-4423-8828-F7D758BF77AC,F.01.03 - POSTER - Trends in Earth Observation Education and Capacity Building: Embracing Emerging Technologies and Open Innovations,N/A,"Christina Karakizi 1, Phillip Harwood 1, Sophie Prokoph 1, Theodora Angelopoulou 1, Phd Fernanda Garcia Ferreyra 1, Lars Tum 1, Christiane Schmullius 1, Ravi Kapur 1, Freek van Leijen 2, Kelsey Herndon 1, Ashutosh Limaye 1, Christiane Schmullius 1, Jérôme Benveniste 1, M.A. Tobias Gehrig 1, Dr. Julia Wagemann 1, Johannes Keller 1, Valeria Pia Vevoto 1, Martin Schobben 1",,,
235860C5-936E-4987-82CD-EDBC939634C7,F.01.03 Trends in Earth Observation Education and Capacity Building: Embracing Emerging Technologies and Open Innovations - PART 1,"Carlos López-Martínez (Universitat Politècnica de Catalunya), Robert Eckardt (Friedrich Schiller University Jena)","4, Melanie Follette-Cook, Martyna A. Stelmaszczuk-Górska 1, Gunjan Joshi 1, Martyna A. Stelmaszczuk-Górska 13, Theodora Angelopoulou 1",,,
9A09988D-DD40-4811-B847-1400B84AA4CB,F.01.03 Trends in Earth Observation Education and Capacity Building: Embracing Emerging Technologies and Open Innovations - PART 2,"Chris Stewart (ECMWF), Dr. Magdalena Fitrzyk (Rsac C/o ESA)","Alberta Albertella 1, Rosa Olivella 1, Maike Petersen 1, Eva-Maria Steinbacher, Leam Howe",,,
BB5DD224-5B95-4FAC-98E4-78228C149F33,F.01.08 Climate Call Card Game - Session 2,N/A,,Karl Sterner Isaksson - Climate Call,,
278FABAC-F08B-4F35-B46D-5E09FB8E28F4,F.02.01 - POSTER - Harnessing the Power of Remote Sensing for Research and Development in Africa,N/A,"Tomas Soukup 1, Anu-Maija Sundström 1, Ricardo Gellert Paris 1, 3, 6, Anna Bartels 1, Koen De Vos 1, Dr. Ramiro Marco Figuera 1, Insa Otte 1, Dr Stefano Pignatti 3, dr.ir. Anton Vrieling 1, Jakub Dvořák 1, Achim Röder 1, Irena Drakopoulou",,,
E2C56B42-F9D8-4C67-82DD-49199E0E9A4B,F.02.01 Harnessing the Power of Remote Sensing for Research and Development in Africa,"Cecilia Donati (European Commission), Nelly-Helen Ebruka (University of Manchester)","Silke Migdall 1, 2, Dr Adia Bey 1, Maximilian Schwarz 1, Dr. Serkan Girgin 1, Linda Tomasini 1",,,
45FF88C5-BA4F-4D74-B20B-1FA7A1172FB6,F.02.09 The Space for Climate Observatory Initiative: accelerating the deployment of digital solutions for climate change adaptation,N/A,,"Susanne Mecklenburg - Head of the Climate Office, ESA (European Space Agency), Anja Sundal - Senior Adviser, Science and Earth Observation, NOSA (Norwegian Space Agency), Krupa Nanda Kumar - Climate Services Development Manager, Space4Climate, Antoine Mangin - Scientific Director, ACRI-ST, Dorian Droll - Researcher, CNES-INSP, Thomas Ferrero - CEO, MEOSS, Stéphane Mermoz - CEO and Research Scientist, GlobEO, Marie Jagaille - Product Line Manager, Hytech-Imaging, Vincent Lonjou - Earth Observation Downstream Application Project Manager, CNES (French Space Agency), Adrien Pâris - HydroMatters, Swed-Coast Blue Carb - TBC","Frédéric Bretar - Head of the Space for Climate Observatory (SCO), CNES (French Space Agency), Alexia Freigneaux - International Development Officer for the Space for Climate Observatory (SCO), CNES (French Space Agency)",
